Marca temporal,Titulo de la Noticia,Día de Publicación,Fuente ,"Si contestó  'otra', ¿De qué fuente proviene?",Breve descripción de la Noticia,Incrustar etiquetas,"Si no encuentra la etiqueta adecuada, ¿Qué etiqueta añadiría a su noticia? (Separe los tags por comas)",Link de la noticia,¿Tiene lugar en La Rioja?
29/05/2020 8:24:38,Cryptographic 'tag of everything' could protect the supply chain,20/02/2020,Eureka,,"""If I want to track the logistics of, say, a single bolt or tooth implant or silicon chip, current RFID tags don't enable that. We built a low-cost, tiny chip without packaging, batteries, or other external components, that stores and transmits sensitive data.""","Innovación, Transporte, Telecomunicaciones, Investigación, Tecnología, Industria 4.0",,https://www.eurekalert.org/pub_releases/2020-02/miot-co022020.php,No
22/05/2020 12:28:56,Logroño despliega 15 puntos WiFi de alta velocidad y acceso gratuito en zonas públicas,19/02/2020,smartcity.es,,	El Ayuntamiento de Logroño ha puesto en funcionamiento una red de 15 puntos WiFi de alta velocidad y de carácter gratuito para la ciudadanía en el marco del proyecto europeo WiFi4EU.,"Convocatorias Europeas, Telecomunicaciones, Sector TIC, Proyectos, Informática",,https://www.esmartcity.es/2020/02/19/logrono-despliega-15-puntos-wifi-alta-velocidad-acceso-gratuito-zonas-publicas,Sí
22/05/2020 12:33:00,El CTCR ha creado unas plantillas que controlan los microorganismos en el calzado,19/02/2020,FEDYT,,"Porosolor es el nombre de uno de los proyectos estrella del Centro Tecnológico del Calzado de La Rioja. Un proyecto que ha superado ya con éxito las primeras fases de I+D+i y que tiene como objetivo minimizar el crecimiento de microorganismos en las plantillas del calzado. Y es que precisamente esas bacterias, que proliferan con la humedad —sudor—, son las que producen el mal olor, y no las glándulas ecrinas, situadas en zonas del cuerpo como los pies.","Innovación, Investigación, Proyectos, Sector calzado",,https://fedit.com/2020/02/stop-al-mal-olor-de-pies-el-ctcr-ha-creado-unas-plantillas-que-controlan-los-microorganismos-en-el-calzado/,Sí
22/05/2020 12:49:07,"Extracto de la Resolución de 13 de febrero de 2020 de la Presidencia de la Autoridad Independiente de Responsabilidad Fiscal, por la que se convocan ayudas a universidades y otros centros académicos para el fomento de la formación y la investigación en el ámbito del análisis económico y presupuestario para la estabilidad y sostenibilidad fiscal en el año 2020. ",19/02/2020,BOE,,"Extracto de la Resolución de 13 de febrero de 2020 de la Presidencia de la Autoridad Independiente de Responsabilidad Fiscal, por la que se convocan ayudas a universidades y otros centros académicos para el fomento de la formación y la investigación en el ámbito del análisis económico y presupuestario para la estabilidad y sostenibilidad fiscal en el año 2020. ","Ayudas, Investigación, Formación, Universidad",,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2020-7387,No
22/05/2020 13:02:37,"Pedro Duque presenta el programa ‘Misiones Ciencia e Innovación’, dotado con 70 millones de euros",19/02/2020,Ministerio de Ciencia e Innovación,,"El ministro de Ciencia e Innovación, Pedro Duque, ha presentado el programa ‘Misiones Ciencia e Innovación’, que cuenta con 70 millones de euros en subvenciones para la financiación de grandes proyectos de I+D empresarial orientados a resolver retos relevantes de la sociedad.","Innovación, Subvenciones, Proyectos, Ciencia",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=be1ac9a193950710VgnVCM1000001d04140aRCRD&vgnextchannel=f4c81f4368aef110VgnVCM1000001034e20aRCRD,No
22/05/2020 13:09:25,Abierto el plazo de recepción de artículos para las Jornadas Nacionales de Investigación en Ciberseguridad (JNIC) que tendrán lugar en Ciudad Real,19/02/2020,INCIBE (Centro Nacional de Ciberseguridad),,"Este congreso científico, que tendrá lugar del 3 al 5 de junio en Ciudad Real, está organizado por la Universidad de Castilla-La Mancha, en colaboración con el Instituto Nacional de Ciberseguridad (INCIBE), entidad dependiente del Ministerio de Asuntos Económicos y Transformación Digital, a través de la Secretaría de Estado de Digitalización e Inteligencia Artificial. ","Ciberseguridad, Inteligencia Artificial, Digitalización, Tecnología",,https://www.incibe.es/sala-prensa/notas-prensa/abierto-el-plazo-recepcion-articulos-las-jornadas-nacionales-investigacion,No
27/05/2020 8:59:45,New machine learning method could supercharge battery development for electric vehicles,19/02/2020,Eureka,,"For decades, advances in electric vehicle batteries have been limited by a major bottleneck: evaluation times. At every stage of the battery development process, new technologies must be tested for months or even years to determine how long they will last. But now, a team led by Stanford professors Stefano Ermon and William Chueh has developed a machine learning-based method that slashes these testing times by 98 percent.","Energía, Electrónica, Inteligencia Artificial, Transporte, Big Data, Digitalización",,https://www.eurekalert.org/pub_releases/2020-02/su-nml021920.php,No
27/05/2020 13:45:50,#EUdatathon 2020: innovating for Europe with EU Open Data,19/02/2020,Otra,European Comission,"The fourth edition of EU Datathon, the open data competition, has been launched on 19 February. This is your chance to demonstrate the potential that open data present in today’s society and, of course, your creativity and talent! It is also your chance to claim your share of the total prize fund amounting to EUR 100 000.  ","Economía, Convocatorias Europeas, Telecomunicaciones, Big Data, Financiación, Ayudas",,https://ec.europa.eu/regional_policy/en/newsroom/news/2020/02/19-02-2020-eudatathon-2020-innovating-for-europe-with-eu-open-data,Sí
29/05/2020 8:22:23,•	#Eudatathon 2020: innovating for Europe with EU Open Data,19/02/2020,Otra,H2020,"The fourth edition of EU Datathon, the open data competition, has been launched on 19 February. This is your chance to demonstrate the potential that open data present in today’s society and, of course, your creativity and talent! It is also your chance to claim your share of the total prize fund amounting to EUR 100 000.","Innovación, Convocatorias Europeas, Transporte, Cambio Climático, Financiación, Ayudas, Investigación, Digitalización, Green Deal/ Pacto Verde",,https://ec.europa.eu/regional_policy/en/newsroom/news/2020/02/19-02-2020-eudatathon-2020-innovating-for-europe-with-eu-open-data,No
22/05/2020 12:56:50,Aplicaciones de la computación cuántica en la industria,18/02/2020,SPRI (País Vasco),,El QUTIS Centre de la UPV-EHU es pionero en la aplicación de la computación cuántica en proyectos vinculados con la cadena de suministros o la implementación de modelos financieros,"Computación Cuántica, Tecnología, Industria 4.0",,https://www.spri.eus/es/basque-industry-comunicacion/aplicaciones-de-la-computacion-cuantica-en-la-industria/,No
22/05/2020 13:06:01,Transporte regulará en semanas los puntos de recarga eléctrica en las carreteras,17/02/2020,CincoDias,,"El Gobierno modificará en las próximas semanas la Orden Ministerial de accesos a la Red de Carreteras del Estado para regular la instalación, junto a las carreteras estatales, de puntos de recarga eléctrica y promover el despliegue por operadores privados de una red de recarga para vehículos eléctricos.","Energía, Transporte",,https://cincodias.elpais.com/cincodias/2020/02/17/companias/1581931447_928288.html#?ref=rss&format=simple&link=link,No
25/05/2020 12:18:00,El alcalde de Logroño es nombrado nuevo presidente de la Red Española de Ciudades Inteligentes,14/02/2020,smartcity.es,,"El alcalde de Logroño, Pablo Hermoso de Mendoza, ha sido elegido presidente de la Red Española de Ciudades Inteligentes (RECI) en la Asamblea General celebrada el pasado jueves en la capital riojana.","Innovación, Inteligencia Artificial, Telecomunicaciones, Big Data, Sector TIC, Digitalización, IoT",,https://www.esmartcity.es/2020/02/14/alcalde-logrono-nombrado-presidente-reci,Sí
25/05/2020 13:35:43,Cómo cumplir la promesa digital,14/02/2020,Expansión,,"Mercedes Oblanca, managing director de Accenture Technology, explica que estamos ante un ""choque tecnológico"" porque en muchas ocasiones no concuerdan las expectativas de los consumidores con el potencial que ofrece la tecnología y las ambiciones de las empresas","Empresa, Tecnología",,https://www.expansion.com/economia-digital/innovacion/2020/02/14/5e4588ce468aeb12308b4575.html,No
29/05/2020 8:32:51,New CRISPR-based tool can probe and control several genetic circuits at once,14/02/2020,Eureka,,"Every cell in our body has a computer-like control system that sends biological signals through thousands of circuits to monitor the cell's needs and regulate its responses. But when diseases such as cancer arise, these regulatory circuits often go awry, resulting in unnatural signals and responses. The ability to accurately detect these abnormal disease signals would be a potential avenue for more precise treatments.  ","Innovación, Investigación, Ciencia, Tecnología, Nanotecnología, Nanociencia",Biotecnología,https://www.eurekalert.org/pub_releases/2020-02/ssoe-nct021420.php,No
25/05/2020 12:23:22,"Celebrada la jornada ""Instrumentos europeos dirigidos a PYMEs para internacionalizar la I+D+i""",13/02/2020,ADER,,"La ADER, en colaboración con el CDTI y como miembro de la red Enterprise Europe Network, organizó el pasado martes 11 de febrero de 2020 en el Centro Tecnológico de La Rioja la jornada ""Instrumentos europeos dirigidos a PYMEs  para internacionalizar la I+D+i"".","Convocatorias Europeas, Financiación, Ayudas, Subvenciones, Proyectos, Pyme",,http://een.ader.es/noticias/713-celebrada-la-jornada-instrumentos-europeos-dirigidos-a-pymes-para-internacionalizar-la-i-d-i,Sí
25/05/2020 12:39:27,"Extracto de la Orden de 4 de febrero de 2020, por la que se aprueba la convocatoria para el año 2019 del procedimiento de concesión de ayudas destinadas a Iniciativas Estratégicas Sectoriales de Innovación Empresarial (Programa ""Misiones CDTI""), en el marco del Programa Estatal de Liderazgo Empresarial en I+D+I, del Plan Estatal de Investigación Científica y Técnica y de Innovación 2017-2020. ",13/02/2020,BOE,,"Extracto de la Orden de 4 de febrero de 2020, por la que se aprueba la convocatoria para el año 2019 del procedimiento de concesión de ayudas destinadas a Iniciativas Estratégicas Sectoriales de Innovación Empresarial (Programa ""Misiones CDTI""), en el marco del Programa Estatal de Liderazgo Empresarial en I+D+I, del Plan Estatal de Investigación Científica y Técnica y de Innovación 2017-2020. ","Innovación, Convocatorias Nacionales, Ayudas, Investigación, Empresa",,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2020-6236,No
25/05/2020 13:33:33,El Gobierno financiará proyectos innovadores de entidades públicas y privadas españolas,13/02/2020,smartcity.es,,"La Agencia Estatal de Investigación (AEI), dependiente del Ministerio de Ciencia e Innovación, financiará a las entidades públicas españolas elegibles que participen en las convocatorias de ayudas de la Iniciativa Tecnológica Conjunta (JTI)","Innovación, Financiación, Ayudas, Investigación, Digitalización, Empresa",,https://www.esmartcity.es/2020/02/13/gobierno-financiara-proyectos-innovadores-entidades-publicas-privadas-espanolas,No
25/05/2020 11:52:29,Desarrollo Autonómico explora las posibilidades de apoyo a la I+D+I riojana en el ámbito europeo,12/02/2020,Gobierno de La Rioja,,El consejero de Desarrollo Autonómico ha mantenido encuentros con la delegación del CDTI en Bruselas y con representantes de la Comisión Europea para analizar futuras líneas de trabajo y oportunidades de colaboración,"Innovación, Investigación, Centros Tecnológicos, Proyectos, Empresa, Universidad",,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/desarrollo-autonomico-explora-posibilidades-apoyo-i-d-i-rio,Sí
25/05/2020 12:14:54,"Proyecto CTCR: Primeras plantillas que evitan la creación de bacterias, disipan olores y desprenden aromas",12/02/2020,FER,,"Minimizar el crecimiento de microorganismos en las plantillas del calzado es el principal objetivo del proyecto Porosolor, en el que están inmersos los investigadores del área de nanotecnología del Centro Tecnológico del Calzado de La Rioja","Innovación, Investigación, Proyectos, Sector calzado, Nanotecnología",,https://sie.fer.es/esp/Servicios/Comunicacion/Sala_Prensa/Archivo_fotografico/Proyecto_CTCR_Primeras_plantillas_que_evitan_creacion_bacterias_disipan_olores_desprenden_aromas/webDoc_28225.htm,Sí
25/05/2020 12:36:41,"Extracto de la Resolución de 6 de febrero de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca para 2020 la concesión de subvenciones del ""Programa de INVERSIONES de empresas extranjeras en actividades de I+D""",12/02/2020,BOE,,"Extracto de la Resolución de 6 de febrero de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca para 2020 la concesión de subvenciones del ""Programa de INVERSIONES de empresas extranjeras en actividades de I+D""","Subvenciones, Empresa, Inversión, exportación",,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2020-6097,No
25/05/2020 12:42:35,"Resolución de 8 de enero de 2020, de la Universidad Internacional de La Rioja, por la que se publica el plan de estudios del Máster en Transformación Digital en el Sector de las Telecomunicaciones e Infraestructuras Tecnológicas 	",12/02/2020,BOR,,"Resolución de 8 de enero de 2020, de la Universidad Internacional de La Rioja, por la que se publica el plan de estudios del Máster en Transformación Digital en el Sector de las Telecomunicaciones e Infraestructuras Tecnológicas 	","Telecomunicaciones, Sector TIC, Digitalización, Tecnología, Universidad",,https://web.larioja.org/bor-portada/boranuncio?n=11961962-3-HTML-529167-X,Sí
25/05/2020 13:38:31,"Convocatoria de Proyectos Transnacionales con participación de la Agencia Estatal de Investigación, Ministerio de Ciencia e Innovación, en el marco de la iniciativa PRIMA",12/02/2020,Ministerio de Ciencia e Innovación,,"La Agencia Estatal de Investigación (AEI) y el Centro para el Desarrollo Tecnológico Industrial, dependientes del Ministerio de Ciencia e Innovación, participan con un presupuesto total de 3.500.000 €, en la convocatoria de proyectos de investigación transnacionales Sección 2 de la iniciativa PRIMA – Partnership for Research and Innovation in the Mediterranean Area, cuyo objetivo es desarrollar y aplicar soluciones innovadoras, eficientes y sostenibles para la producción y suministro de alimentos y de agua en el Mediterráneo.","Convocatorias Europeas, Investigación, Proyectos, Empresa",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=7c9c7b17c7930710VgnVCM1000001d04140aRCRD&vgnextchannel=c7fd8357ad4cb210VgnVCM1000001a04140aRCRD,No
29/05/2020 8:30:52,Managing Crisis Communications in the Cloud Era,12/02/2020,MIT,,"Customers are rightfully wary of what business do with their data and how to protect it. That's why, to win customers over, business need to engage in a constant effort to build trust. Without it, you can't enter a marketplace - and you could easily lose market share. ","Telecomunicaciones, Big Data, Organización Empresarial, Digitalización, Tecnología",,https://sloanreview.mit.edu/article/managing-crisis-communications-in-the-cloud-era/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+mitsmr+%28MIT+Sloan+Management+Review%29,No
25/05/2020 11:56:28,El consejero de Desarrollo Autonómico se reúne con el embajador adjunto de la Representación de España ante la Unión Europea,11/02/2020,Gobierno de La Rioja,,Castresana ha abordado junto a Arístegui los retos del Plan de Digitalización de La Rioja y las perspectivas de futuro de las relaciones comerciales con Estados Unidos,"Innovación, Digitalización",,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/consejero-desarrollo-autonomico-reune-embajador-adjunto-rep,No
25/05/2020 12:01:33,La ADER coorganiza los encuentros bilaterales en el marco de la feria Hannover Messe 2020 en Alemania.,11/02/2020,ADER,,"La feria “Hannover Messe” se celebrará en la ciudad de Hannover del 20 al 24 de abril y es la feria industrial más grande del mundo. En paralelo, la red Enterprise Europe Network organiza unos encuentros bilaterales dirigidos a empresas, universidades, centros tecnológicos, interesados en compartir ideas de proyectos y encontrar socios para potenciales colaboraciones. ","Centros Tecnológicos, Empresa, Universidad",,http://een.ader.es/noticias/712-la-ader-coorganiza-los-encuentros-bilaterales-en-el-marco-de-la-feria-hannover-messe-2020-en-alemania,No
25/05/2020 12:04:17,Las ‘ciudades inteligentes’ se reúnen en Logroño para buscar nuevo líder,11/02/2020,nuevecuatrouno.com,,"Logroño, que ostenta la vicepresidencia de la Red Española de Ciudades Inteligentes (RECI), acogerá entre el miércoles y el jueves la jornada ‘Diálogos RECI’ y las reuniones de la asamblea general y del comité técnico de la Red, formada por 83 ciudades españolas unidas para propiciar el progreso económico, social y empresarial a través de la innovación y el conocimiento, apoyándose en las TIC.","Innovación, Inteligencia Artificial, Sector TIC, Digitalización, Tecnología",,https://nuevecuatrouno.com/2020/02/11/red-espanola-ciudades-inteligentes-reunion-logrono/,Sí
25/05/2020 12:12:18,TheCircularLab impulsa el talento femenino en la ciencia,11/02/2020,Europa Press,,"TheCircularLab impulsa el talento femenino en la ciencia  TheCircularLab, el primer centro de innovación que se creó en Europa para investigar sobre la economía circular y el reciclaje, situado en Logroño e impulsado por la organización ambiental Ecoembes, continúa trabajando para hacer los envases más sostenibles, integrar el reciclaje en las smartcities e impulsar a los ciudadanos a reciclar mejor.  ","Cambio Climático, Ciencia, Reciclaje, Medioambiente",,https://www.europapress.es/la-rioja/noticia-thecircularlab-impulsa-talento-femenino-ciencia-20200211141654.html,Sí
25/05/2020 13:06:22,Listado completo de oportunidades de cooperación tecnológica publicadas del 27/01/2020 al 09/02/2020,11/02/2020,ADER,,Listado completo de ofertas y demandas tecnológicas y búsquedas de socios para completar consorcios para proyectos europeos de I+D que han sido publicadas por la red Enterprise Europe Network entre el 27 de enero y el 9 de febrero de 2020.,"Innovación, Cooperación Tecnológica, Proyectos, Empresa, Tecnología",,http://een.ader.es/noticias/709-listado-completo-de-oportunidades-de-cooperacion-tecnologica-publicadas-del-27-01-2020-al-09-02-2020,No
25/05/2020 13:27:41,"Incibe lanza el 017, el  nuevo número corto de ayuda en ciberseguridad",11/02/2020,INCIBE (Centro Nacional de Ciberseguridad),,"La Vicepresidenta Tercera del Gobierno y Ministra de Asuntos Económicos y Transformación Digital, Nadia Calviño, ha presentado esta mañana el 017, un nuevo número corto de teléfono de ayuda en ciberseguridad que el Gobierno pone en marcha a través del Instituto Nacional de Ciberseguridad (INCIBE).","Ciberseguridad, Telecomunicaciones, Sector TIC, Digitalización, Empresa",,https://www.incibe.es/sala-prensa/notas-prensa/incibe-lanza-el-017-el-nuevo-numero-corto-ayuda-ciberseguridad,No
25/05/2020 13:30:31,4 nuevos programas de incorporación de personal investigador en España cofinanciados por las Acciones Marie Curie,11/02/2020,https://eshorizonte2020.es/,,"Esta convocatoria permite la cofinanciación de programas regionales, nacionales e internacionales, que fomentan la excelencia en la formación del personal de investigación, su movilidad y el desarrollo de su carrera profesional.","Convocatorias Europeas, Convocatorias Nacionales, Financiación, Investigación",,https://eshorizonte2020.es/ciencia-excelente/acciones-marie-sklodowska-curie/noticias/4-nuevos-programas-de-incorporacion-de-personal-investigador-en-espana-co-financiados-por-las-acciones-marie-curie,No
25/05/2020 13:16:51,Apertura de la convocatoria 2020 de la ERA-NET SUSCROP,10/02/2020,CDTI,,Se ha publicado la convocatoria 2020 de ERA-NET SUSCROP con el objetivo de conceder ayudas públicas y facilitar el desarrollo de proyectos colaborativos transnacionales de I+D en el ámbito de la producción sostenible de cultivos.,"Convocatorias Europeas, Sector Agroalimentario, Ayudas",,http://www.cdti.es/index.asp?MP=9&MS=31&MN=2&TR=A&IDR=7&id=1520,No
25/05/2020 13:21:21,193 proyectos de investigación obtenidos en la convocatoria Acciones Individuales (MSCA IF 2019),10/02/2020,https://eshorizonte2020.es/,,"Esta convocatoria tiene como objetivo la formación y contratación de personal investigador con experiencia para la realización de proyectos individuales de 12 a 36 meses de duración, en un marco internacional e intersectorial. ","Convocatorias Europeas, Investigación, Formación",,https://eshorizonte2020.es/ciencia-excelente/acciones-marie-sklodowska-curie/noticias/193-proyectos-de-investigacion-obtenidos-en-la-convocatoria-acciones-individuales-msca-if-2019,No
26/05/2020 10:11:12,JORNADA martes 11/02/2020: Instrumentos europeos dirigidos a PYMEs para internacionalizar la I+D+i,10/02/2020,ADER,,"La ADER organiza en colaboración con el CDTI y como miembro de la red Enterprise Europe Network, una jornada el próximo martes 11 de febrero de 2020 en el Centro Tecnológico de La Rioja, donde se explicarán en detalle dos instrumentos de financiación europea: INNOWWIDE y EIC Accelerator. ","Convocatorias Europeas, Financiación, Proyectos, Empresa, Pyme, startup",,http://een.ader.es/noticias/708-jornada-instrumentos-europeos-de-financiacion-para-internacionalizar-la-i-d-i,Sí
29/05/2020 8:28:50,Nano 2020: Scaling up nanotechnology in virtual reality,7/02/2020,Eureka,,"Nanotechnology involves particles and devices developed and used at the scale of 100 nanometers or less - to put that in perspective, the average diameter of a human hair is 80,000 nanometers. That's where the Nano 2020 virtual reality classroom comes in. In a custom-developed VR classroom complete with a laboratory, nanoscale objects come to life for students thanks to the power of science data visualization.","Ingeniería de Software, Educación, Investigación, Ciencia, Nanotecnología, Realidad virtual, Realidad aumentada",,https://www.eurekalert.org/pub_releases/2020-02/uoa-n2s020720.php,No
25/05/2020 11:59:07,Tesis sobre jóvenes con altas capacidades intelectuales,5/02/2020,Universidad de La Rioja,,"Beatriz Blanco Laguardia ha desarrollado un método para evaluar el comportamiento de niños con altas capacidades intelectuales en tareas de la vida cotidiana para conocer cómo actúan, si aplican con eficacia sus recursos cognitivos y si todos lo hacen de la misma manera.","Educación, Investigación, Universidad",,https://www.unirioja.es/apnoticias/servlet/Noticias?codnot=6559&accion=detnot,Sí
25/05/2020 12:58:06,Convocatorias abiertas para startups en febrero de 2020,5/02/2020,elreferente.es,,El diario El Referente recopila todas las convocatorias que permanecen abiertas dirigidas a emprendedores y startups. Desde premios a aceleradoras de iniciativas privadas y públicas que apuestan por el emprendimiento. ,"Convocatorias Europeas, Convocatorias Nacionales, Proyectos, Empresa",,https://www.elreferente.es/M%C3%A1s.../convocatorias-abiertas-en-febrero-de-2020-34739?fbclid=IwAR1QwD2Zq1nXsqN3IJ-s6o2sISNwU0El1MM_kY6MdUeXKm-4b922tBv4MlM,No
25/05/2020 13:02:51,Convocatoria de Proyectos Transnacionales con financiación del Ministerio de Asuntos Económicos y Transformación Digital y de la Agencia Estatal de Investigación (AEI) en el marco de la Iniciativa Tecnológica Conjunta (JTI) ECSEL,5/02/2020,Ministerio de Ciencia e Innovación,,"La Iniciativa Tecnológica Conjunta (JTI) conocida como Electronics Components and Systems for European Leadership ECSEL Joint Undertaking (ECSEL-JU) es un partenariado público-privado, cuyas convocatorias son cofinanciadas por los estados participantes, España entre ellos, y por la Unión Europea a través de la empresa común ECSEL JU.","Innovación, Convocatorias Europeas, Proyectos, Empresa, Tecnología",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=3e3163f56c510710VgnVCM1000001d04140aRCRD&vgnextchannel=c7fd8357ad4cb210VgnVCM1000001a04140aRCRD,No
25/05/2020 13:00:14,¿Sabes cómo funciona un ciberataque que utiliza ingeniería social?,4/02/2020,INCIBE (Centro Nacional de Ciberseguridad),,"Cuando hablamos de ingeniería social, nos referimos a los ciberataques en los que se abusa de la buena fe de las personas para que realicen acciones que puedan interesar al ciberdelincuente. Si lo situamos en el contexto de la ciberseguridad, nos referimos a la manipulación psicológica que tiene como finalidad, por ejemplo, que un usuario haga clic en un enlace, descargue un archivo que infecte su equipo o revele información confidencial, ya sean datos personales, credenciales de acceso, información bancaria, etc. ","Ciberseguridad, Sector TIC, Informática",,https://www.incibe.es/protege-tu-empresa/blog/sabes-funciona-ciberataque-utiliza-ingenieria-social,No
25/05/2020 11:49:14,Celebración del ZurracapoteConf en Logroño el 22 de Febrero,3/02/2020,Otra,https://zurracapoteconf.appspot.com/,"De la mano de Google y el GDG La Rioja (Grupo de Desarrolladores de Google), llega a la capital De La Rioja el Zurracapoteconf, el mayor evento del año para profesionales, estudiantes y aficionados a las tecnologías, que se reúnen para intercambiar ideas, colaborar y aprender.","Sector TIC, Tecnología, Informática",,https://zurracapoteconf.appspot.com/,Sí
25/05/2020 12:51:13,Puig y BSH convierten al cliente en perfumista,2/02/2020,Expansión,,"Un aparato doméstico que se carga con cápsulas de aromas permite al usuario final jugar a ser perfumista y, a través de su teléfono móvil, crear millones de combinaciones para obtener una fragancia a su gusto e interactuar con una comunidad virtual de amantes de la perfumería. 	","Tecnología, Realidad virtual",,	https://www.expansion.com/empresas/distribucion/2020/02/02/5e3740f8e5fdea04718b460e.html,No
25/05/2020 12:55:21,La informática pionera de Telesincro,2/02/2020,RTVE.es,,Los primeros pasos de la informática en España llegaron de la mano de la empresa Telesincro. Una historia que nos lleva a mediados de los 60 y cuya chispa creativa continúa hasta nuestros días.,"Sector TIC, Informática",,https://www.rtve.es/alacarta/videos/te-acuerdas/acuerdas-informatica-pionera-telesincro/5499837/,No
29/05/2020 8:48:19,"Innovation is widespread in rural areas, not just cities",2/02/2020,Eureka,,"This ""hidden"" innovation brings economic benefits to businesses and communities, according to researchers, whose findings will help decision makers think in new ways about innovation and how they can support it.",Innovación,,https://www.eurekalert.org/pub_releases/2020-01/ps-iiw010220.php,No
29/05/2020 8:50:44,The Future of Work in Developing Economies,2/02/2020,MIT,,"Although every country should look for ways to respond to the effects of automation, it's especifically critical for developing nations, which will be hit hardest and have the fewest resources to cushion the blows. ","Innovación, Big Data, Organización Empresarial",,https://sloanreview.mit.edu/article/the-future-of-work-in-developing-economies/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+mitsmr+%28MIT+Sloan+Management+Review%29,No
25/05/2020 12:32:34,"Orden ICT/100/2020, de 31 de enero, por la que se aprueban las bases reguladoras del Programa de Becas de Internacionalización Empresarial de ICEX España Exportación e Inversiones, E.P.E., M.P.",31/01/2020,BOE,,"Orden ICT/100/2020, de 31 de enero, por la que se aprueban las bases reguladoras del Programa de Becas de Internacionalización Empresarial de ICEX España Exportación e Inversiones, E.P.E., M.P.","Internacionalización, Inversión, exportación, Becas",,https://www.boe.es/boe/dias/2020/02/08/pdfs/BOE-A-2020-1909.pdf,No
26/05/2020 10:46:39,España necesita un plan de reindustrialización,29/01/2020,CincoDias,,"Los sectores tecnológicos, el tamaño de las empresas, los costes energéticos y las deficiencias logísticas son algunos de los puntos clave","Energía, Economía, Sector TIC, Empresa, Reindustrialización",,https://cincodias.elpais.com/cincodias/2020/01/28/opinion/1580214192_253265.html#?ref=rss&format=simple&link=link,No
26/05/2020 11:52:38,"Red.es, ICEX y ENISA anuncian las 40 startups que representarán a España en 4YFN",29/01/2020,RED.ES,,"Red.es, ICEX y Enisa entidades públicas pertenecientes a los ministerios de Asuntos Económicos e Industria respectivamente, anuncian la relación de startups que representará a España en una nueva edición de 4 years from Now (4YFN)",startup,,https://www.red.es/redes/es/actualidad/magazin-en-red/redes-icex-y-enisa-anuncian-la-relaci%C3%B3n-de-startups-que-representar%C3%A1,No
26/05/2020 10:41:15,"Real Decreto 137/2020, de 28 de enero, por el que se modifican las bases reguladoras de la concesión de ayudas para el fomento de la integración de entidades asociativas agroalimentarias de carácter supraautonómico, establecidas en el Real Decreto 1010/2015, de 6 de noviembre; el Real Decreto 126/2016, de 1 de abril; y el Real Decreto 312/2016, de 29 de julio, en el marco del Programa Nacional de Desarrollo Rural 2014-2020. ",28/01/2020,BOE,,"Real Decreto 137/2020, de 28 de enero, por el que se modifican las bases reguladoras de la concesión de ayudas para el fomento de la integración de entidades asociativas agroalimentarias de carácter supraautonómico, establecidas en el Real Decreto 1010/2015, de 6 de noviembre; el Real Decreto 126/2016, de 1 de abril; y el Real Decreto 312/2016, de 29 de julio, en el marco del Programa Nacional de Desarrollo Rural 2014-2020. ","Sector Agroalimentario, Ayudas",,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2020-1245,No
26/05/2020 11:49:44,Nuevas convocatorias 2020. Programas de Cooperación Tecnológica Internacional del CDTI,28/01/2020,ADER,,"Los Proyectos Internacionales de Cooperación Tecnológica son proyectos impulsados por el CDTI y liderados por empresas, tanto a nivel multilateral en Europa e Iberoamérica (Eureka e Iberoeka), como bilateral con diferentes países (Argelia, Jordania, Marruecos, Brasil, Corea, Cuba, Japón, China, Egipto, India, Malasia, México, Tailandia y Rusia.).","Convocatorias Europeas, Cooperación Tecnológica, Proyectos, Empresa, Tecnología",,http://een.ader.es/noticias/707-nuevas-convocatorias-2020-programas-de-cooperacion-tecnologica-internacional-del-cdti,No
29/05/2020 8:46:57,Using virtual reality to help individuals with autism spectrum disorder,28/01/2020,Eureka,,Novel interventions using virtual reality to aid individuals with autism spectrum disorder (ASD) handle common scenarios may include helping youngsters navigate air travel.,"E-Health, Realidad virtual",,https://www.eurekalert.org/pub_releases/2020-01/mali-uvr012820.php,No
